movie_id,title,release_date,genres
18491,Neon Genesis Evangelion: The End of Evangelion,1997-07-19,"['Animation', 'Science Fiction', 'Action', 'Drama']"
686,Contact,1997-07-11,"['Drama', 'Science Fiction', 'Mystery']"
782,Gattaca,1997-09-07,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']"
9769,Lolita,1997-09-27,"['Drama', 'Romance']"
128,Princess Mononoke,1997-07-12,"['Adventure', 'Fantasy', 'Animation']"
2649,The Game,1997-09-12,"['Drama', 'Thriller', 'Mystery']"
637,Life Is Beautiful,1997-12-20,"['Comedy', 'Drama']"
1813,The Devil's Advocate,1997-10-17,"['Drama', 'Mystery', 'Thriller', 'Horror']"
18095,Dragon Ball GT: A Hero's Legacy,1997-03-26,"['Adventure', 'Action', 'Animation', 'Science Fiction']"
9714,Home Alone 3,1997-12-12,"['Comedy', 'Family']"
9444,Anastasia,1997-11-20,"['Animation', 'Family', 'Fantasy', 'Adventure']"
563,Starship Troopers,1997-11-07,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
9433,The Edge,1997-09-06,"['Action', 'Adventure', 'Drama']"
1624,Liar Liar,1997-03-21,['Comedy']
9360,Anaconda,1997-04-11,"['Adventure', 'Horror', 'Thriller']"
754,Face/Off,1997-06-27,"['Action', 'Crime', 'Science Fiction']"
1639,Speed 2: Cruise Control,1997-06-13,"['Action', 'Adventure', 'Thriller']"
9437,Kiss the Girls,1997-09-29,"['Thriller', 'Crime', 'Mystery', 'Drama']"
10357,Volcano,1997-04-25,"['Science Fiction', 'Action', 'Drama', 'Thriller']"
4995,Boogie Nights,1997-10-07,['Drama']
105819,The Peeping Tom,1997-03-21,"['Crime', 'Thriller']"
1281,Bean,1997-07-03,"['Family', 'Adventure', 'Comedy']"
184,Jackie Brown,1997-12-25,"['Crime', 'Drama', 'Thriller']"
3597,I Know What You Did Last Summer,1997-10-17,"['Horror', 'Thriller', 'Mystery']"
21422,Detective Conan: The Time Bombed Skyscraper,1997-04-19,"['Adventure', 'Mystery', 'Animation']"
21832,Neon Genesis Evangelion: Death and Rebirth,1997-03-15,"['Animation', 'Drama', 'Science Fiction']"
10234,Funny Games,1997-08-23,"['Drama', 'Horror', 'Thriller']"
2118,L.A. Confidential,1997-09-19,"['Crime', 'Mystery', 'Thriller']"
9366,Donnie Brasco,1997-02-27,"['Crime', 'Drama', 'Thriller']"
9619,Dante's Peak,1997-02-07,"['Action', 'Adventure', 'Drama', 'Thriller']"
68924,The Ice Storm,1997-02-05,['Drama']
9823,Mortal Kombat: Annihilation,1997-11-11,"['Action', 'Fantasy', 'Science Fiction']"
27318,Jack Frost,1997-11-18,"['Fantasy', 'Horror', 'Comedy']"
4824,The Jackal,1997-11-14,"['Action', 'Thriller', 'Adventure', 'Crime']"
2163,Breakdown,1997-05-02,"['Crime', 'Drama', 'Mystery']"
18329,Happy Together,1997-05-30,"['Drama', 'Romance']"
6623,The Peacemaker,1997-09-26,"['Action', 'Thriller']"
4421,G.I. Jane,1997-08-19,"['Action', 'Drama']"
978,Seven Years in Tibet,1997-09-12,"['Adventure', 'Drama', 'History']"
11425,"Honey, We Shrunk Ourselves",1997-03-18,"['Adventure', 'Comedy', 'Family', 'Science Fiction']"
816,Austin Powers: International Man of Mystery,1997-05-02,"['Science Fiction', 'Comedy', 'Crime']"
2898,As Good as It Gets,1997-12-19,"['Drama', 'Comedy', 'Romance']"
9922,The Postman,1997-12-25,"['Science Fiction', 'Adventure', 'Action', 'War']"
10603,George of the Jungle,1997-07-15,"['Adventure', 'Comedy', 'Family', 'Romance']"
11676,Nothing to Lose,1997-07-18,"['Comedy', 'Crime']"
18222,Poison Ivy: The New Seduction,1997-10-20,"['Thriller', 'Romance', 'Drama']"
11015,The Relic,1997-01-10,"['Horror', 'Mystery', 'Thriller']"
9405,Double Team,1997-04-04,"['Action', 'Science Fiction']"
4961,Mimic,1997-08-22,"['Horror', 'Science Fiction']"
10622,Mr. Nice Guy,1997-01-31,"['Crime', 'Action', 'Comedy']"
14817,Good Burger,1997-07-25,"['Family', 'Comedy']"
66,Absolute Power,1997-02-14,"['Crime', 'Drama', 'Action']"
14289,Fire Down Below,1997-09-05,"['Action', 'Thriller']"
9574,Flubber,1997-11-26,"['Comedy', 'Family', 'Science Fiction']"
11419,Vegas Vacation,1997-02-13,['Comedy']
9415,Murder at 1600,1997-04-18,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']"
30020,Taste of Cherry,1997-09-28,['Drama']
12219,12 Angry Men,1997-08-17,"['Crime', 'Drama', 'TV Movie']"
2639,Deconstructing Harry,1997-12-12,"['Comedy', 'Drama']"
16052,Selena,1997-03-21,"['Drama', 'Music', 'History']"
298099,Erotic Ghost Story: Perfect Match,1997-11-06,"['Comedy', 'Fantasy', 'Romance']"
18355,The Assignment,1997-09-28,"['Thriller', 'Action', 'Crime']"
36095,Cure,1997-12-27,"['Crime', 'Thriller', 'Horror', 'Mystery']"
14398,Gang Related,1997-10-08,"['Action', 'Crime', 'Thriller']"
8834,Conspiracy Theory,1997-08-08,"['Action', 'Drama', 'Mystery', 'Thriller']"
10351,Wishmaster,1997-09-19,"['Horror', 'Fantasy']"
638,Lost Highway,1997-01-15,"['Drama', 'Thriller', 'Mystery']"
9413,Picture Perfect,1997-08-01,"['Romance', 'Comedy', 'Drama']"
10336,Spawn,1997-07-31,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']"
19165,The Land Before Time V: The Mysterious Island,1997-09-12,"['Animation', 'Family', 'Adventure']"
9622,Beverly Hills Ninja,1997-01-17,"['Comedy', 'Action']"
24662,Cats Don't Dance,1997-03-26,"['Animation', 'Comedy', 'Family', 'Music']"
9772,Air Force One,1997-07-25,"['Action', 'Thriller']"
163394,Doraemon: Nobita and the Spiral City,1997-03-08,"['Animation', 'Science Fiction', 'Family']"
39346,Casper: A Spirited Beginning,1997-09-09,"['Adventure', 'Family', 'Comedy', 'Fantasy']"
6499,Turbo: A Power Rangers Movie,1997-03-27,"['Action', 'Adventure', 'Family', 'Fantasy', 'Science Fiction']"
1968,Fools Rush In,1997-02-14,"['Comedy', 'Drama', 'Romance']"
6283,MouseHunt,1997-12-19,"['Comedy', 'Family']"
26610,Insomnia,1997-03-14,"['Thriller', 'Crime', 'Mystery']"
19287,Leprechaun 4: In Space,1997-02-25,"['Comedy', 'Fantasy', 'Horror', 'Science Fiction']"
9449,The Borrowers,1997-12-05,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
11975,The Rainmaker,1997-11-18,"['Drama', 'Crime', 'Thriller']"
26180,Excess Baggage,1997-08-29,"['Action', 'Comedy', 'Crime']"
9407,Red Corner,1997-10-30,"['Crime', 'Drama', 'Thriller']"
1902,Open Your Eyes,1997-12-19,"['Drama', 'Thriller', 'Science Fiction']"
2666,Dark City,1998-02-27,"['Mystery', 'Science Fiction']"
36647,Blade,1998-08-21,"['Horror', 'Action']"
24584,Get Real,1998-08-16,"['Drama', 'Romance']"
10674,Mulan,1998-06-18,"['Animation', 'Family', 'Adventure']"
11808,U.S. Marshals,1998-03-06,"['Thriller', 'Crime', 'Action']"
9820,The Parent Trap,1998-07-28,"['Comedy', 'Family', 'Romance']"
67395,L.E.T.H.A.L. Ladies: Return to Savage Beach,1998-01-27,"['Action', 'Thriller']"
50124,Frivolous Lola,1998-06-01,"['Comedy', 'Romance']"
9732,The Lion King II: Simba's Pride,1998-10-24,"['Family', 'Adventure', 'Animation', 'Action']"
9487,A Bug's Life,1998-11-25,"['Family', 'Animation', 'Adventure', 'Comedy']"
857,Saving Private Ryan,1998-07-24,"['Drama', 'History', 'War']"
37165,The Truman Show,1998-06-04,"['Comedy', 'Drama']"
11932,Bride of Chucky,1998-10-16,"['Comedy', 'Horror', 'Romance']"
2109,Rush Hour,1998-09-18,"['Action', 'Comedy', 'Crime']"
123338,Sex and Zen III,1998-04-23,"['Comedy', 'Romance', 'Drama']"
10494,Perfect Blue,1998-02-28,"['Animation', 'Thriller']"
297,Meet Joe Black,1998-11-12,"['Fantasy', 'Drama', 'Romance']"
95,Armageddon,1998-07-01,"['Action', 'Thriller', 'Science Fiction', 'Adventure']"
73,American History X,1998-07-01,['Drama']
9837,The Prince of Egypt,1998-12-16,"['Adventure', 'Animation', 'Drama', 'Family']"
8916,Antz,1998-10-02,"['Family', 'Animation', 'Adventure', 'Comedy']"
8741,The Thin Red Line,1998-12-23,"['Drama', 'History', 'War']"
9489,You've Got Mail,1998-12-18,"['Comedy', 'Romance']"
210726,The Second Wife,1998-11-05,"['Comedy', 'Romance']"
115,The Big Lebowski,1998-03-06,"['Comedy', 'Crime']"
929,Godzilla,1998-05-20,"['Science Fiction', 'Action', 'Thriller']"
11551,Small Soldiers,1998-07-10,"['Comedy', 'Adventure', 'Fantasy', 'Science Fiction', 'Action']"
14533,Gia,1998-01-31,"['Romance', 'Drama']"
9411,Fallen,1998-01-16,"['Crime', 'Drama', 'Thriller']"
9342,The Mask of Zorro,1998-07-16,"['Action', 'Adventure']"
11675,Halloween H20: 20 Years Later,1998-08-05,"['Horror', 'Thriller']"
1878,Fear and Loathing in Las Vegas,1998-05-19,"['Adventure', 'Drama', 'Comedy']"
9798,Enemy of the State,1998-11-20,"['Action', 'Drama', 'Thriller']"
37636,High Art,1998-06-12,"['Drama', 'Romance']"
8656,Deep Impact,1998-05-08,"['Action', 'Drama', 'Science Fiction']"
2330,Taxi,1998-04-08,"['Comedy', 'Action', 'Crime', 'Adventure']"
10312,Patch Adams,1998-12-25,"['Comedy', 'Drama']"
544,There's Something About Mary,1998-07-15,"['Romance', 'Comedy']"
473,Pi,1998-07-10,"['Mystery', 'Drama', 'Thriller']"
8195,Ronin,1998-09-25,"['Action', 'Thriller', 'Crime']"
9313,The Man in the Iron Mask,1998-03-12,"['Adventure', 'Action', 'Drama']"
9631,The Negotiator,1998-07-29,"['Action', 'Crime', 'Drama', 'Thriller']"
9410,Great Expectations,1998-01-30,"['Comedy', 'Drama', 'Romance']"
16148,Zero Effect,1998-01-30,"['Comedy', 'Crime', 'Drama']"
10228,Pokémon: The First Movie,1998-07-18,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Action']"
944,Lethal Weapon 4,1998-07-10,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
8697,Who Am I?,1998-01-17,"['Adventure', 'Action', 'Comedy', 'Thriller']"
10216,Species II,1998-04-10,"['Science Fiction', 'Action', 'Horror']"
39345,Casper Meets Wendy,1998-09-10,"['Family', 'Fantasy', 'Comedy', 'TV Movie']"
10223,A Simple Plan,1998-12-11,"['Crime', 'Drama', 'Thriller']"
10663,The Waterboy,1998-11-06,['Comedy']
2657,Pleasantville,1998-09-17,"['Fantasy', 'Comedy', 'Drama']"
9429,A Night at the Roxbury,1998-10-01,"['Comedy', 'Romance', 'Music']"
9464,Buffalo '66,1998-01-20,"['Drama', 'Romance', 'Comedy']"
10376,The Legend of 1900,1998-10-28,"['Drama', 'Music']"
431,Cube,1998-07-11,"['Thriller', 'Science Fiction', 'Mystery']"
11568,Blues Brothers 2000,1998-02-05,"['Music', 'Action', 'Comedy', 'Crime']"
1965,A Perfect Murder,1998-06-05,"['Crime', 'Thriller', 'Drama']"
1934,Shakespeare in Love,1998-12-11,"['Romance', 'History', 'Comedy']"
12159,What Dreams May Come,1998-10-02,"['Drama', 'Fantasy', 'Romance']"
9822,Mighty Joe Young,1998-12-25,"['Adventure', 'Family', 'Action', 'Fantasy']"
9454,EverAfter,1998-07-31,"['Drama', 'Romance', 'Comedy']"
9447,Babe: Pig in the City,1998-11-25,"['Family', 'Adventure', 'Comedy', 'Drama']"
1137047,West Sex Journey 2,1998-06-16,[]
9457,Deep Rising,1998-01-30,"['Adventure', 'Action', 'Horror', 'Science Fiction']"
666,Central Station,1998-11-20,['Drama']
846,The X Files,1998-06-19,"['Mystery', 'Science Fiction', 'Thriller']"
11508,Addams Family Reunion,1998-12-24,"['Comedy', 'Horror', 'Fantasy', 'Family', 'TV Movie']"
10683,Happiness,1998-10-11,"['Comedy', 'Drama']"
13151,Scooby-Doo on Zombie Island,1998-09-22,"['Animation', 'Mystery', 'Family', 'Horror']"
17244,Behind the Planet of the Apes,1998-09-05,"['Documentary', 'Science Fiction', 'TV Movie']"
9276,The Faculty,1998-12-25,"['Horror', 'Science Fiction', 'Mystery']"
18937,Quest for Camelot,1998-05-15,"['Fantasy', 'Animation', 'Drama', 'Romance', 'Family']"
617,Wild Things,1998-03-20,"['Mystery', 'Thriller', 'Drama']"
104,Run Lola Run,1998-03-03,"['Action', 'Drama', 'Thriller']"
20235,Belle's Magical World,1998-02-16,"['Animation', 'Family']"
21452,Case Closed: The Fourteenth Target,1998-04-18,"['Animation', 'Crime', 'Mystery', 'Adventure']"
26935,Christmas in August,1998-01-24,"['Drama', 'Romance']"
6435,Practical Magic,1998-10-16,"['Romance', 'Comedy', 'Fantasy']"
11258,Hard Rain,1998-01-16,"['Thriller', 'Crime', 'Action']"
8838,Mercury Rising,1998-04-03,"['Action', 'Crime', 'Drama', 'Thriller']"
200,Star Trek: Insurrection,1998-12-11,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
18881,Kite,1998-02-25,"['Animation', 'Crime', 'Action', 'Thriller']"
105444,Doraemon: Nobita's Great Adventure in the South Seas,1998-03-07,"['Animation', 'Family']"
9425,Soldier,1998-10-23,"['Science Fiction', 'Action', 'Drama', 'Fantasy']"
3600,I Still Know What You Did Last Summer,1998-11-13,"['Horror', 'Mystery', 'Thriller']"
29812,The Substitute 2: School's Out,1998-08-01,"['Action', 'Mystery', 'Thriller']"
11003,The Wedding Singer,1998-02-13,"['Romance', 'Comedy']"
2671,Ring,1998-01-31,"['Horror', 'Thriller']"
3050,Doctor Dolittle,1998-06-26,"['Comedy', 'Family', 'Fantasy']"
52676,The Last New Year's Eve,1998-03-06,"['Comedy', 'Drama']"
14444,The Rugrats Movie,1998-11-20,"['Family', 'Animation', 'Comedy', 'Adventure']"
10153,Sphere,1998-02-13,"['Science Fiction', 'Mystery', 'Thriller', 'Horror']"
11545,Rushmore,1998-12-11,"['Comedy', 'Drama']"
11634,Show Me Love,1998-10-23,"['Comedy', 'Romance', 'Drama']"
547,The Horse Whisperer,1998-02-01,"['Adventure', 'Drama', 'Romance']"
188813,The Untold Story 2,1998-04-25,['Thriller']
452,The Idiots,1998-04-28,"['Comedy', 'Drama']"
9320,The Avengers,1998-08-13,"['Action', 'Adventure', 'Thriller', 'Science Fiction', 'Comedy']"
4415,Les Misérables,1998-05-01,"['Crime', 'Drama', 'History', 'Romance']"
603,The Matrix,1999-03-31,"['Action', 'Science Fiction']"
550,Fight Club,1999-10-15,['Drama']
863,Toy Story 2,1999-10-30,"['Animation', 'Comedy', 'Family']"
345,Eyes Wide Shut,1999-07-16,"['Drama', 'Thriller', 'Mystery']"
497,The Green Mile,1999-12-10,"['Fantasy', 'Drama', 'Crime']"
14,American Beauty,1999-09-15,['Drama']
2667,The Blair Witch Project,1999-07-14,"['Horror', 'Mystery']"
564,The Mummy,1999-04-16,"['Adventure', 'Action', 'Fantasy']"
509,Notting Hill,1999-05-21,"['Romance', 'Comedy']"
37135,Tarzan,1999-06-18,"['Family', 'Adventure', 'Animation', 'Drama']"
2105,American Pie,1999-07-09,"['Comedy', 'Romance']"
1893,Star Wars: Episode I - The Phantom Menace,1999-05-19,"['Adventure', 'Action', 'Science Fiction']"
745,The Sixth Sense,1999-08-06,"['Mystery', 'Thriller', 'Drama']"
334,Magnolia,1999-12-10,['Drama']
926,Galaxy Quest,1999-12-25,"['Comedy', 'Science Fiction', 'Adventure']"
9473,"South Park: Bigger, Longer & Uncut",1999-06-30,"['Animation', 'Comedy']"
10386,The Iron Giant,1999-08-06,"['Family', 'Animation', 'Science Fiction', 'Adventure']"
9423,Virus,1999-01-14,"['Horror', 'Action', 'Science Fiction']"
796,Cruel Intentions,1999-03-05,"['Drama', 'Romance']"
4951,10 Things I Hate About You,1999-03-30,"['Comedy', 'Romance', 'Drama']"
11622,Blast from the Past,1999-02-12,"['Drama', 'Romance', 'Comedy']"
10908,Inferno,1999-09-25,"['Action', 'Drama', 'Romance']"
26338,Romance,1999-04-14,"['Drama', 'Romance']"
10402,Deuce Bigalow: Male Gigolo,1999-12-10,['Comedy']
1213,The Talented Mr. Ripley,1999-12-25,"['Thriller', 'Crime', 'Drama']"
8224,8MM,1999-02-26,"['Thriller', 'Crime', 'Mystery']"
10398,Double Jeopardy,1999-09-24,"['Drama', 'Thriller', 'Mystery']"
1090,The Thirteenth Floor,1999-04-16,"['Thriller', 'Science Fiction', 'Mystery']"
36643,The World Is Not Enough,1999-11-17,"['Adventure', 'Action', 'Thriller']"
2112,Payback,1999-02-05,"['Action', 'Drama', 'Crime']"
2668,Sleepy Hollow,1999-11-19,"['Drama', 'Fantasy', 'Thriller', 'Mystery', 'Horror']"
9563,Any Given Sunday,1999-12-22,['Drama']
817,Austin Powers: The Spy Who Shagged Me,1999-06-08,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']"
69733,The Man-Eater,1999-08-26,['Comedy']
1542,Office Space,1999-02-19,['Comedy']
9946,End of Days,1999-11-24,"['Action', 'Horror', 'Fantasy']"
50804,The Secret Path,1999-04-02,['Drama']
6522,Life,1999-04-16,"['Comedy', 'Crime']"
1073,Arlington Road,1999-03-19,"['Crime', 'Drama', 'Thriller', 'Mystery']"
1844,Entrapment,1999-04-29,"['Romance', 'Drama', 'Mystery']"
16198,My Neighbors the Yamadas,1999-07-17,"['Animation', 'Family']"
12599,Pokémon the Movie 2000,1999-07-17,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']"
10643,Godzilla 2000: Millennium,1999-12-11,"['Action', 'Adventure', 'Drama']"
8374,The Boondock Saints,1999-01-22,"['Action', 'Thriller', 'Crime']"
17707,Brokedown Palace,1999-08-13,"['Drama', 'Thriller', 'Mystery']"
10314,She's All That,1999-01-29,"['Comedy', 'Romance']"
3558,"Girl, Interrupted",1999-12-21,['Drama']
1911,The 13th Warrior,1999-08-13,"['Adventure', 'History', 'Action']"
10951,Gorgeous,1999-02-12,"['Adventure', 'Action', 'Comedy', 'Romance']"
10388,The Limey,1999-10-08,"['Drama', 'Mystery', 'Crime']"
17681,Scooby-Doo! and the Witch's Ghost,1999-10-05,"['Animation', 'Comedy', 'Mystery', 'Family', 'Fantasy']"
2277,Bicentennial Man,1999-12-17,"['Science Fiction', 'Drama']"
8487,Wild Wild West,1999-06-30,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']"
11618,The Haunting,1999-07-23,"['Horror', 'Thriller', 'Fantasy', 'Mystery']"
11001,Blue Streak,1999-09-17,"['Action', 'Comedy', 'Crime']"
10137,Stuart Little,1999-12-17,"['Family', 'Fantasy', 'Comedy', 'Adventure', 'Animation']"
10047,The Messenger: The Story of Joan of Arc,1999-10-27,"['Adventure', 'Drama', 'Action', 'History', 'War']"
622,The Ninth Gate,1999-08-25,"['Mystery', 'Thriller', 'Horror']"
13466,October Sky,1999-02-19,"['Drama', 'Family']"
83965,The Thirteenth Year,1999-05-15,"['TV Movie', 'Adventure', 'Comedy', 'Family']"
9032,Big Daddy,1999-06-25,"['Comedy', 'Drama']"
823,Jin-Roh: The Wolf Brigade,1999-11-17,"['Animation', 'Drama', 'Romance', 'Thriller', 'Science Fiction']"
11374,Edtv,1999-03-26,['Comedy']
9430,Go,1999-04-09,"['Crime', 'Comedy', 'Thriller']"
42739,The War Zone,1999-06-11,['Drama']
10354,True Crime,1999-03-19,"['Drama', 'Crime', 'Thriller', 'Mystery']"
11601,Stir of Echoes,1999-09-10,"['Horror', 'Mystery', 'Thriller']"
913,The Thomas Crown Affair,1999-08-06,"['Drama', 'Crime', 'Romance']"
11355,Never Been Kissed,1999-04-09,"['Romance', 'Comedy', 'Drama']"
9481,The Bone Collector,1999-11-04,"['Drama', 'Mystery', 'Thriller', 'Crime']"
11377,House on Haunted Hill,1999-10-29,['Horror']
274181,Countdown to Eternity,1999-01-01,['Documentary']
2275,The General's Daughter,1999-06-18,"['Thriller', 'Mystery', 'Crime']"
188121,El olvido de la memoria,1999-11-11,['Documentary']
9535,Analyze This,1999-03-05,"['Comedy', 'Crime']"
1832,Dogma,1999-11-12,"['Fantasy', 'Comedy', 'Adventure']"
28808,Detective Conan: The Last Wizard of the Century,1999-04-17,"['Adventure', 'Animation', 'Crime', 'Drama', 'Mystery']"
16406,Dick,1999-08-04,['Comedy']
30943,The Deep End of the Ocean,1999-03-12,"['Drama', 'Mystery']"
18892,Jawbreaker,1999-01-30,"['Comedy', 'Crime']"
4806,Runaway Bride,1999-07-30,"['Comedy', 'Romance']"
10400,The Hurricane,1999-09-17,['Drama']
332,Inspector Gadget,1999-07-23,"['Action', 'Adventure', 'Comedy', 'Family']"
9825,Lake Placid,1999-07-15,"['Horror', 'Comedy', 'Action', 'Science Fiction', 'Thriller']"
99,All About My Mother,1999-04-16,"['Comedy', 'Drama']"
404,The Straight Story,1999-10-15,['Drama']
26945,Cardcaptor Sakura: The Movie,1999-08-21,"['Fantasy', 'Animation', 'Adventure']"
10307,Stigmata,1999-09-02,"['Horror', 'Thriller', 'Fantasy']"
1946,eXistenZ,1999-04-14,"['Action', 'Thriller', 'Science Fiction']"
11075,Audition,1999-10-06,"['Horror', 'Drama']"
492,Being John Malkovich,1999-10-29,"['Comedy', 'Drama', 'Fantasy']"
21349,Anywhere but Here,1999-11-12,"['Drama', 'Comedy', 'Romance']"
11353,Bowfinger,1999-08-12,['Comedy']
17709,Dudley Do-Right,1999-08-27,"['Comedy', 'Family', 'Romance']"
10355,Shiri,1999-02-13,"['Action', 'Adventure', 'Drama', 'Thriller']"
9824,Mystery Men,1999-08-06,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']"
13787,Holy Smoke,1999-09-04,"['Comedy', 'Drama']"
4291,Kikujiro,1999-06-05,"['Comedy', 'Drama', 'Family']"
10210,A Midsummer Night's Dream,1999-05-20,"['Fantasy', 'Comedy', 'Romance']"
10366,Universal Soldier: The Return,1999-08-05,"['Action', 'Science Fiction']"
22705,Cheeky,2000-01-28,"['Comedy', 'Drama', 'Romance']"
11688,The Emperor's New Groove,2000-12-15,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
9532,Final Destination,2000-03-17,['Horror']
98,Gladiator,2000-05-04,"['Action', 'Drama', 'Adventure']"
9741,Unbreakable,2000-11-22,"['Thriller', 'Drama', 'Mystery']"
1359,American Psycho,2000-04-13,"['Thriller', 'Drama', 'Crime']"
8358,Cast Away,2000-12-22,"['Adventure', 'Drama']"
107,Snatch,2000-09-01,"['Crime', 'Comedy']"
4247,Scary Movie,2000-07-07,['Comedy']
10501,The Road to El Dorado,2000-03-31,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']"
2123,"Me, Myself & Irene",2000-06-22,['Comedy']
10567,Dinosaur,2000-05-19,"['Animation', 'Family', 'Adventure']"
7443,Chicken Run,2000-06-23,"['Animation', 'Comedy', 'Family']"
8871,How the Grinch Stole Christmas,2000-11-17,"['Family', 'Comedy', 'Fantasy']"
10867,Malena,2000-03-16,['Drama']
10991,Pokémon 3: The Movie,2000-07-08,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family']"
9679,Gone in Sixty Seconds,2000-06-09,"['Action', 'Crime', 'Thriller']"
955,Mission: Impossible II,2000-05-24,"['Adventure', 'Action', 'Thriller']"
77,Memento,2000-10-11,"['Mystery', 'Thriller']"
5833,Casper's Haunted Christmas,2000-10-31,"['Animation', 'Family', 'Fantasy']"
4234,Scream 3,2000-02-04,"['Horror', 'Mystery']"
2024,The Patriot,2000-06-28,"['Drama', 'History', 'War', 'Action']"
786,Almost Famous,2000-09-15,"['Drama', 'Music']"
15999,Vampire Hunter D: Bloodlust,2000-08-25,"['Animation', 'Fantasy', 'Horror', 'Action']"
71,Billy Elliot,2000-09-28,"['Drama', 'Comedy', 'Music']"
16366,Joseph: King of Dreams,2000-11-07,"['Family', 'Animation', 'Fantasy']"
2133,The Perfect Storm,2000-06-29,"['Action', 'Adventure', 'Drama', 'Thriller']"
1636,Bedazzled,2000-10-19,"['Fantasy', 'Comedy', 'Romance']"
9678,Little Nicky,2000-11-10,"['Comedy', 'Fantasy']"
5551,Space Cowboys,2000-08-04,"['Action', 'Adventure', 'Thriller']"
3134,Baise-moi,2000-06-28,"['Crime', 'Drama', 'Romance', 'Thriller']"
479,Shaft,2000-06-15,"['Action', 'Adventure', 'Crime', 'Thriller']"
2085,Romeo Must Die,2000-03-22,"['Action', 'Crime', 'Thriller']"
20677,Detective Conan: Captured in Her Eyes,2000-04-22,"['Animation', 'Crime', 'Thriller']"
4327,Charlie's Angels,2000-11-02,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
8859,"Dude, Where's My Car?",2000-12-15,"['Comedy', 'Romance']"
843,In the Mood for Love,2000-09-29,"['Drama', 'Romance']"
146,"Crouching Tiger, Hidden Dragon",2000-07-06,"['Adventure', 'Drama', 'Action', 'Romance']"
5994,The Family Man,2000-12-12,"['Comedy', 'Drama', 'Romance', 'Fantasy']"
889,The Flintstones in Viva Rock Vegas,2000-04-28,"['Comedy', 'Family', 'Romance']"
1443,The Virgin Suicides,2000-04-21,"['Drama', 'Romance']"
3176,Battle Royale,2000-12-16,"['Drama', 'Thriller', 'Action']"
9285,Road Trip,2000-05-19,"['Comedy', 'Adventure']"
11978,Men of Honor,2000-09-13,['Drama']
55,Amores Perros,2000-06-16,"['Drama', 'Thriller']"
11678,Vertical Limit,2000-12-08,"['Adventure', 'Action', 'Thriller']"
9383,Hollow Man,2000-08-04,"['Action', 'Science Fiction', 'Thriller']"
1493,Miss Congeniality,2000-12-22,"['Comedy', 'Crime', 'Action']"
12107,Nutty Professor II: The Klumps,2000-07-27,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']"
10481,102 Dalmatians,2000-10-07,"['Family', 'Comedy']"
10876,Quills,2000-11-22,['Drama']
10393,The Replacements,2000-08-11,['Comedy']
3536,U-571,2000-04-20,"['War', 'Action', 'Adventure']"
1597,Meet the Parents,2000-10-06,"['Comedy', 'Romance']"
2046,The Gift,2000-03-16,"['Horror', 'Drama', 'Thriller', 'Mystery']"
8452,The 6th Day,2000-11-17,"['Science Fiction', 'Action', 'Mystery', 'Drama']"
105904,Naked Poison,2000-09-23,"['Horror', 'Thriller']"
12609,Help! I'm a Fish,2000-10-06,"['Adventure', 'Animation', 'Comedy', 'Family']"
41245,Peppermint Candy,2000-01-01,['Drama']
10637,Remember the Titans,2000-09-29,['Drama']
462,Erin Brockovich,2000-03-17,['Drama']
49948,Fantasia 2000,2000-01-01,"['Animation', 'Family', 'Music']"
2440,Joint Security Area,2000-09-09,"['War', 'Drama', 'Thriller', 'Action']"
11531,Book of Shadows: Blair Witch 2,2000-10-27,"['Mystery', 'Thriller', 'Horror']"
6282,Coyote Ugly,2000-07-30,"['Comedy', 'Drama', 'Music', 'Romance']"
14181,Boiler Room,2000-02-18,"['Crime', 'Drama', 'Thriller']"
134,"O Brother, Where Art Thou?",2000-08-30,"['Adventure', 'Comedy', 'Crime']"
8584,Shanghai Noon,2000-05-26,"['Adventure', 'Action', 'Comedy', 'Western']"
15653,An Extremely Goofy Movie,2000-02-29,"['Animation', 'Family', 'Comedy']"
19576,One Piece: The Movie,2000-03-04,"['Action', 'Animation', 'Adventure', 'Comedy', 'Fantasy']"
2332,Taxi 2,2000-03-25,"['Action', 'Comedy']"
12211,Highlander: Endgame,2000-09-01,"['Action', 'Adventure', 'Fantasy']"
4244,The Kid,2000-07-07,"['Fantasy', 'Comedy', 'Family']"
3981,What Women Want,2000-12-15,"['Comedy', 'Romance']"
